关键词,博文
防疫,"
                    快乐花钱实录 📸 7这一期有几个都是别人送滴礼物嘿嘿Pure 镁 / 区别派耳夹 / Cpb 4D精华乳 / 雏菊的天空抑菌免洗喷雾 / 真丝发圈最近疫情又是好严重，小区有个密接我要疯啦！！大家一定一定注意防疫，非必要不出门吧发点开心的换换心情！ ​                "
防疫,#上海官方诚恳接受大家批评#未来抗疫的正确态度应该是，全国去学上海的“精准防控”心理，上海去学全国的“动态清零”态度。一方面，防疫措施随着经验与能力的提升，对实体经济的运行与人民群众的生活就医的影响要在不断提升的社会管理水平的支撑下越来越小。另一方面，对疫情扩散坚决不准马虎大意，坚 ​  展开c
防疫,"
                    在这个夹杂着疫情的春天，无数普通人挺身而出，一次次的“逆行”、一个个暖心的瞬间，都激励着我们共渡难关!我们风雨同舟!我们一路相伴!#疫无反顾护你平安 #防疫一线的最美身影 #疫情早点结束 L吉林市森林消防的微博视频 ​                "
防疫,"
                    當時，看到南非爆發omicron,英國的防疫专家說：明天的英國就是今天的南非。英國爆發時，美國的防疫专家說：明天的美國就是今天的英國。提前制定策略。看到新加坡爆发，香港的专家教授也提出了對策，但不獲港府採納。這種事，还得聽专家的，畢竟人家學了那麼多年，見了那麼多世面。 ​                "
防疫,#上海疫情# 杨浦区防疫也拉的一批，我们楼里有个确诊的一家都没被拉走。门上贴了警报器，但是今天确诊的那个老头还能开门下楼扔垃圾。下楼了两次被邻居看到了。邻居打电话给居委要求联系相关部门拉走，居委会竟然说他们确诊的可以下楼，我们没确诊的可以不出门。wtf？？？感情报警器装着就是个摆设，我 ​  展开c
防疫,"
                    『老百姓生活被封控扰乱，发泄情绪又何妨？』这真是胡说八道。人民群众的生活是被封控扰乱的，还是被没有头脑，完全不考虑封控之后人民群众的衣食住行，以及最关键的医药怎么保障给扰乱的？如果人民群众待在家里配合防疫，不为怎么吃饭发愁，不为有病看不了病着急，人民群众为什么要有情绪？已经两 ​  展开c"
防疫,"
                    【这些你关心的防疫问题，有专业解答了！】老人有慢性病能打新冠疫苗吗？日常防护如何做？什么情况需要做抗原检测？专业解答来了！（赵家琦 杨苑）  L云南发布的微博视频 ​                "
防疫,"
                    【#长沙在外地来长人员中检出一例新冠肺炎感染者# 】3月31日下午，长沙市举行新冠肺炎疫情防控新闻发布会，通报最新疫情防控情况。31日，长沙市在外地来长人员中检出一例新冠肺炎感染者。长沙市卫健委副主任厉卫东发布了全市最新疫情防控情况，介绍了外防输入措施、强化公民个人防疫责任等情况。市民 ​  展开c"
防疫,#江汉大学#  不要再开班会了，实在重视防疫，老师领导一起封啊。(・ω< )★ ​                
防疫,#同心抗疫 守护平安# 【沈阳警方持续加强社会面管控防控依法查处4起涉疫违法行为（案件三）】2022年3月26日20时许，在新民市防范区域内某小区出入口处，居民董某（男，34岁）违反沈阳市新冠肺炎疫情防控指挥部发布的全面加强社会面防控管控的规定，未佩戴口罩欲进入该小区。当防疫工作人员对其进行劝阻 ​  展开c
防疫,#上海买菜到底难不难#上一次看到这个好笑的词条是：在吃饭的时候问他为什么不戴口罩、春运的时候在火车上问有没有买到车票。酸Q上海，看脱口秀也就图一乐真想笑还得看上海这次防疫防控和拼命挽尊的公关。 ​                
防疫,#同心抗疫 守护平安# 【沈阳警方持续加强社会面管控防控依法查处4起涉疫违法行为（案件二）】2022年3月28日7时许，在沈阳市经济技术开发区防范区域内，某小区居民陈某某（男，51岁）违反沈阳市新冠肺炎疫情防控指挥部发布的全市住宅小区实行封闭式管理的规定，在参加完核酸检测后，趁防疫工作人员不备 ​  展开c
防疫,"#疫情下湖南高校的防疫举措# @湖南大学 “我们的医护，很多都是小姑娘，累到哭着跟我说，她们还可以坚持！”

「请允许我睡一会，电话休息一下，为晚班做准备！」、「你工作的样子真美！」、「除了嗓子哑了一点，什么活都能扛住！」、「小姑娘们累到哭，却说，“我们还可以坚持！”」

每一个火速集结 ​ 展开c"
防疫,#安徽多地驰援上海#【#安庆市调运100余吨物资支援上海嘉定#宜”起加油，一定安“定”！】安庆市支援上海市嘉定区安亭镇16车100余吨生活、防疫物资今日启程！#安庆##上海加油##我们终将战胜疫情# L凤凰网安徽的微博视频 ​                
防疫,"
                    玟赫 I.M新冠确诊公告今天(31日)本公司所属艺人MONSTA X 玟赫, I.M 在快速抗原检查中确诊为新型冠状病毒玟赫 I.M已经完成了新型冠状病毒疫苗第3次接种，除轻微咽喉痛外没有其他症状， 现在中断所有日程,根据防疫当局的方针在家接受治疗首先考虑艺人的健康和安全，现在预定的日程将会调整，变更 ​  展开c"
防疫,#抗疫版春日氛围感大片#  待疫情散去，便是春暖花开之时！蓝朋友提醒大家：防疫不松懈，防火牢记三查三清四关！@东莞消防 #粤说消防# L广东消防的微博视频 ​                
防疫,#海南大学防疫#海南大学 @海南大学 @海南大学团委 食堂真的很贵 学生就得当冤大头当韭菜被你校和食堂一起薅被呗 其他一线城市大学都没这么贵 一荤一素13块钱 肉就两三块你打发谁呢 2海口·海南大学 ​                
防疫,"
                    “上海战疫”已打响。今天，浦东、浦南及毗邻地区这一轮核酸筛查已接近尾声；明天起，浦西地区的核酸筛查将全面展开。防疫要点记心间，快去看看上海疾控中心发布的小区核酸筛查防护要点吧！面对疫情，我们更需要共渡难关、共同守“沪”！ 2上海 ​                "
防疫,#令人向往的春天在哪# 因防疫需要，今日起无锡所有景区都临时闭园，具体开园时间未定。昨天在无锡太湖鼋头渚景区看到，染井吉野樱还开着二三成，樱花谷的晚樱已经开出硕大的花朵，欣赏晚樱时间来临了。非常可惜，景区临时闭园了，想要一睹鼋头渚晚樱的风采，还需要等待。图片为昨天在鼋头渚樱花谷实拍 ​  展开c
防疫,"
                    【#区政府回应小区摆拍送菜#：发生于即将完成送菜任务前】3月29日，吉林省#吉林市一小区送菜照相被质疑摆拍#。30日晚，哈达湾街道党工委就此事发表声明：经查，该视频中人物为小区物业公司保安，在即将完成蔬菜配送时，接到公司电话，要求拍摄防疫工作相关照片用于制作物业公司防疫纪实片。完成拍摄后 ​  展开c"
防疫,"
                    【河南：校园“闭环式”管理不是完全禁止人员出入】3月30日下午，第6次河南省教育系统疫情防控工作视频调度会召开。会议提到，严把校门入口关，对校园实施“提级管控”，强化“家校同防”。在校门管理方面，要求严把校门入口关。学校校门实施“提级管控”，即在落实属地防疫措施的基础上，学校要按照 ​  展开c"
防疫,#无锡疫情#无锡防疫是有多垃圾，封控区不发通告，去惠山区超市买个菜就不能回梁溪区的家了，不让汽车通行，骑电动车和行人都在走就没问题，这就是无锡防疫？封控区域不发布公告，直接封 ，真烂 2无锡 ​                
防疫,"
                    银川解封学校？遥遥无期了啊，现在是幼儿师范的，清明铁定回不了家，人家大红章都印上了。教育局装死有用吗？问政银川让打电话，教育局有人接吗啊？搞这种懒政？不在火车站管，不在飞机场防，学生是什么东西，学生就是你们充当政绩的产物？？？？老师可以回家，快递可以进学校，就连食堂的阿姨 ​  展开c"
防疫,"
                    最近张文宏医生压力很大，都熬出了黑眼圈，很多人发出质疑声，也有人说风凉话！目前上海的防疫专家真的很辛苦，他们最近睡眠严重不足，其实大家不必说风凉话让人不舒服，他们是英雄，理应受到尊重，你们应该感谢专家们为上海的付出！张医生从2019到现在付出很多。在中国抗击疫战疫中付出的努力，心 ​  展开c"
防疫,#疫情防控不松懈#防疫要从严从实，以下佩戴口罩的这些误区需留意！成都地铁与您共建安全出行环境~ ​                
